Nombre,Nivel,Domicilio,Barrio,point_x,point_y
Esc. Primaria Común N° 23 Gral. de División Manuel N. Savio,Primario Común,San Pedrito 1137,FLORES,100215.078982000006363,98479.341697299998486
Jardín de Infantes Integral N° 03/11°,Inicial Común,Lautaro 752,FLORES,100829.128767000001972,99380.316064600003301
Esc. Primaria Común N° 24 Dr. Pedro Avelino Torres,Primario Común,Lautaro 752,FLORES,100829.128767000001972,99380.316064600003301
Esc. de Música N° 07,Otros Servicios Educativos de la modalidad Común,Lautaro 752,FLORES,100829.128767000001972,99380.316064600003301
Esc. Técnica N° 06 Fernando Fader,Secundario Común,Pje. La Porteña 54,FLORES,99526.130539699996007,100024.370863999996800
Esc. de Comercio N° 09 José Ingenieros,Secundario Común - Secundario de Jóvenes y Adultos,Cnel. Ramón L. Falcón 2248,FLORES,100259.144737999988138,100023.340039999995497
Inst. Privado Unión Docentes Argentinos,Superior No Universitario Común,El Maestro 80,CABALLITO,102930.126015000001644,101401.259873999995762
Escuela Nacional de Museología,Superior No Universitario Común,Moreno 711,MONTSERRAT,107911.049937000003411,102019.449049999995623
Jardín de Infantes Nucleado A (EPCjs 03/21°),Inicial Común,Avda. Larrazábal 4051,VILLA LUGANO,99126.903695999993943,94809.386855900011142
Inst. Social Militar Dr. Dámaso Centeno,Inicial Común - Primario Común - Secundario Común,Avda. Rivadavia 5546 / 50,CABALLITO,101762.946223000006285,100887.340353000006871
El Oso Clarinete,Inicial Común,Ecuador 1370,RECOLETA,105388.101169999979902,103900.075637999994797
Inst. Argentino Gallego,Inicial Común - Primario Común - Secundario Común,Paso 51,BALVANERA,105453.837069999994128,102267.610923000000184
Inst. de Educación Superior Toratenu,Superior No Universitario Común,Dr. Tomás Manuel de Anchorena 719,BALVANERA,104935.074789999998757,103242.757158000007621
Jardín Retoño,Inicial Común,Guardia Vieja 3983,ALMAGRO,103895.025059999999939,103225.188160999998217
Jardín de Infantes Integral N° 01/11°,Inicial Común,Avda. San Pedrito 341,FLORES,99518.104900399994222,99417.371110499996576
Centro Educativo Complementario de Natación N° 03,Otros Servicios Educativos de la modalidad Común,Avda. del Libertador 4903,PALERMO,102527.494395000001532,107300.245496999996249
Jardín de Infantes Nucleado A (EPCjs 09/19°) [Sede],Inicial Común,Carlos Berg 3460,VILLA SOLDATI,103175.055789000005461,96554.217125800001668
Inst. San Luis Gonzaga,Inicial Común - Primario Común,Ayacucho 243,BALVANERA,106216.363500999999815,102557.090219999998226
Primera Infancia Riestra,Otros Servicios Educativos de la modalidad Común,Avda. Riestra 5030,VILLA LUGANO,99395.930241900001420,95316.375644400002784
Primera Infancia Sacha,Otros Servicios Educativos de la modalidad Común,Villa 20 Mza. 19 Casa 34,VILLA LUGANO,100022.060645000005024,95319.417014100006782
Esc. Primaria Común N° 18 Yapeyu,Primario Común,Malabia 964,VILLA CRESPO,102664.352390999993077,103855.239426000000094
Jardín de Infantes Nucleado A (EPCjc 01/12°),Inicial Común,Yerbal 2370,FLORES,100005.038226999997278,100235.579482999994070
Esc. Normal Superior N° 09 Domingo Faustino Sarmiento,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común,Avda. Callao 450,BALVANERA,106436.384466999996221,102871.080877000000328
Inst. de Educación Superior N° 01 Dra. Alicia Moreau de Justo,Superior No Universitario Común,Avda. Córdoba 2016,BALVANERA,106115.396529999998165,103308.094442000001436
Centro de Formación Profesional N° 12 Eva Perón - UTHGRA,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Tucumán 2218 1° piso,BALVANERA,105866.380441999994218,103039.104810999997426
Centro de Formación Profesional N° 22 FOETRA,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,24 de Noviembre 40 3° piso,BALVANERA,104695.647018000003300,102078.110205000004498
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Rivadavia 1445 / 1451,SAN NICOLAS,106952.371624999999767,102326.059148000000278
Inst. de La Salle,Inicial Común - Primario Común - Secundario Común - Superior No Universitario Común - Primario Especial - Secundario Especial,Ayacucho 665,BALVANERA,106276.114507000005688,103133.389957999999751
Esc. Primaria Común N° 24 Padre Castañeda,Primario Común,Morón 3745,FLORESTA,98169.117439399997238,100341.427897000001394
Inst. Industrial Luis A. Huergo,Secundario Común,Perú 759,SAN TELMO,108082.829991999999038,101435.254224999982398
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 08,Otros Servicios Educativos de la modalidad Común,Fonrouge 711,LINIERS,95889.062601700003142,98215.922575200005667
Esc. Primaria Común N° 05 Roberto Billinghurst,Primario Común,Zinny 1641,PARQUE AVELLANEDA,99183.080072299999301,97499.713227000000188
Inst. Champagnat,Inicial Común - Primario Común - Secundario Común,Montevideo 1050,RECOLETA,106664.865778999999748,103653.256206000020029
Inst. del Carmen,Inicial Común - Primario Común - Secundario Común,Paraguay 1766,RECOLETA,106436.407955999995465,103431.080942999993567
Inst. San José,Inicial Común - Primario Común - Secundario Común,Bartolomé Mitre 2455,BALVANERA,105683.855060999994748,102422.604556000005687
Inst. San Marón,Inicial Común - Primario Común - Secundario Común,Paraguay 834,RETIRO,107692.436983999999939,103541.028141999995569
Esc. Primaria Común N° 19 Leandro Niceforo Alem,Primario Común,Fray Cayetano Rodríguez 95,FLORES,99972.374850199994398,100216.997558999995817
Esc. Primaria Común N° 23 Saturnino Segurola,Primario Común,Gral. Venancio Flores 3869,FLORESTA,98241.092169600015040,99706.424806299997726
Jardín de Infantes Nucleado D (EPCjc 24/12°),Inicial Común,Morón 3745,FLORESTA,98169.117439399997238,100341.427897000001394
Jardín de Infantes Nucleado B (EPCjs 08/02°) El Jardín del Abasto [Sede],Inicial Común,San Luis 3224,BALVANERA,104714.367289000001620,103259.153233000004548
Jardín de Infantes Nucleado B (EPCjs 06/12°),Inicial Común,Caracas 2057,VILLA GRAL. MITRE,99037.166536100005032,102456.115533000003779
Jardín Maternal N° 05/12° H° Dr. T. Alvarez,Inicial Común,Dr. Juan Felipe Aranguren 2605,FLORES,99493.156250800006092,100652.372292999993078
Colegio N° 09 Justo José de Urquiza,Secundario Común,Condarco 290,FLORES,99510.138165900003514,100214.371499000000767
Centro Argentino de Vinos y Espirituosas,Superior No Universitario Común,Juncal 838,RETIRO,107692.499372999998741,104067.261536000005435
Esc. de Educacion Media N° 01/12° Julio Cortazar,Secundario Común,Bogotá 2759,FLORES,99399.141087299998617,100334.376237000004039
Centro de Formación Profesional N° 24 (sede),Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Gral. José Gervasio de Artigas 690 / Morón 2538,FLORES,99592.163824200004456,100786.368149999994785
ESEA en Danza Ramicone Curso Vocacional de Folklore N° 14,Otros Servicios Educativos de la modalidad Común,Condarco 1129,VILLA GRAL. MITRE,99196.897164699985296,101204.922298000004957
Centro de Formación Profesional N° 10 Raúl Scalabrini Ortiz (anexo) - SEC,Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Pje. La Porteña 14,FLORES,99548.162268300002324,99976.132562800004962
Jardín de Infantes Nucleado D (EPCjc 01/13°) [Sede],Inicial Común,Rafaela 5159,VILLA LURO,96595.024971799997729,98869.493799200005014
Jardín de Infantes Nucleado B (EPCjc 02/13°),Inicial Común,Chascomús 5598,MATADEROS,96902.965337500005262,97307.480632499995409
Esc. Primaria Común N° 02 Patria Grande,Primario Común,Chascomús 5598,MATADEROS,96902.965337500005262,97307.480632499995409
Jardín de Infantes Nucleado B (EPCjc 03/13°),Inicial Común,Avda. Larrazábal 1556,MATADEROS,96633.961196100004599,97333.491925799986348
Esc. Primaria Común N° 03 Eduardo Ladislao Holmberg,Primario Común,Avda. Larrazábal 1556,MATADEROS,96633.961196100004599,97333.491925799986348
Esc. de Música N° 06,Otros Servicios Educativos de la modalidad Común,Avda. Larrazábal 1556,MATADEROS,96633.961196100004599,97333.491925799986348
Jardín de Infantes Nucleado B (EPCjc 04/13°) [Sede],Inicial Común,Carolina Muzilli 5926,MATADEROS,96303.972888400006923,97764.505868399995961
Esc. Primaria Común N° 04 República del Brasil,Primario Común,Manuel Artigas 5951,MATADEROS,96303.972888400006923,97764.505868399995961
Jardín de Infantes Nucleado C (EPCjs 05/13°) Niños Latinoamericanos,Inicial Común,Zinny 1641,PARQUE AVELLANEDA,99183.080072299999301,97499.713227000000188
Jardín de Infantes Nucleado D (EPCjc 06/13°),Inicial Común,Cnel. Ramón L. Falcón 4801,VILLA LURO,97035.574245900003007,99075.515403500001412
Esc. Primaria Común N° 07 Recuerdos de Provincia,Primario Común,Avda. Juan Bautista Alberdi 4755,VILLA LURO,97215.020004999998491,98463.467731299984735
Jardín de Infantes Nucleado C (EPCjs 08/13°) [Sede] Niños Latinoamericanos,Inicial Común,Saravia 2358,PARQUE AVELLANEDA,98804.799020399994333,96736.058283499995014
Esc. Primaria Común N° 08 Reino de Thailandia,Primario Común,Homero 2159,PARQUE AVELLANEDA,98804.799020399994333,96736.058283499995014
Esc. Primaria Común N° 09 Homero Manzi,Primario Común,Miralla 2666,VILLA LUGANO,98230.950222300001769,96332.424761200003559
Jardín de Infantes Integral N° 03/13° Jardín del Parque,Inicial Común,Lacarra 1135,PARQUE AVELLANEDA,98797.044999799996731,98326.401204699999653
Esc. Primaria Común N° 10 Antonio Zaccagnini,Primario Común,Lacarra 1135,PARQUE AVELLANEDA,98797.044999799996731,98326.401204699999653
Jardín de Infantes Nucleado D (EPCjc 21/13°),Inicial Común,José Enrique Rodó 4431,PARQUE AVELLANEDA,97781.030266899993876,98445.443921099998988
Esc. Primaria Común N° 21 Pedro Inchauspe,Primario Común,José Enrique Rodó 4431,PARQUE AVELLANEDA,97781.030266899993876,98445.443921099998988
Inst. Privado Argentino Japonés en Buenos Aires,Inicial Común - Primario Común - Secundario Común,Yatay 261,ALMAGRO,103095.807490000006510,102234.192368999982136
Colegio Paideia,Secundario Común,Juan Ramírez de Velazco 748,VILLA CRESPO,102193.261941000018851,103655.012862999996287
Jardín Maternal N° 06/01 Jardín del Palacio,Inicial Común,Paraguay 1657,RECOLETA,106614.413056000004872,103471.073453999997582
Jardín de Infantes La Vaca de Humahuaca,Otros Servicios Educativos de la modalidad Común,Humahuaca 4242,ALMAGRO,103493.958759999994072,103112.404790999993565
Escuela Técnica Ort 01,Secundario Común,Yatay 240,ALMAGRO,103075.557037000005948,102191.394992999994429
Jardín de Infantes Común N° 03/18° El Jardín de la Floresta,Inicial Común,Gualeguaychú 550,FLORESTA,97811.096845799998846,100016.442880999995396
Jardín de Infantes Nucleado B (EPCjs 24/18°),Inicial Común,Gallardo 521,VERSALLES,94331.014543199999025,99669.588952799997060
Esc. Primaria Común N° 24 Maipú,Primario Común,Gallardo 521,VERSALLES,94331.014543199999025,99669.588952799997060
Esc. Primaria Común N° 25 Estados Unidos de América,Primario Común,Bruselas 785,VERSALLES,94519.034075899995514,100048.581103000004077
Colegio N° 13 Cnel. Tomás Espora,Secundario Común - Secundario de Jóvenes y Adultos,Gallardo 149,LINIERS,94408.225087700004224,99112.911047200002940
Esc. Técnica N° 27 Hipólito Yrigoyen,Secundario Común,Virgilio 1980,MONTE CASTRO,94949.079518300000927,100929.563106000001426
Centro de Formación Profesional N° 08 (anexo),Otros Servicios Educativos de la modalidad Común - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Avda. Medrano 162,ALMAGRO,103771.496665999991819,102288.786911999995937
Esc. de Comercio N° 30 Dr. Esteban Agustín Gascón,Secundario Común,San Blas 5387,VILLA LURO,95759.052344399999129,99909.529034799998044
Esc. de Comercio N° 33 Maipú,Secundario Común,Avda. Alvarez Jonte 5075,MONTE CASTRO,95793.095793600004981,100926.527740000004997
Esc. Técnica N° 35 Ing. Eduardo Latzina,Secundario Común,Avda. Lope de Vega 2150,MONTE CASTRO,95058.084614099992905,101000.558625999998185
Esc. Técnica N° 19 Alejandro Volta,Secundario Común,Lavalle 1681,SAN NICOLAS,106591.391396999999415,102966.074342000007164
Esc. Superior de Educación Artística en Arte Cerámico N¬ 2 Fernando Arranz,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de modalidad Común - Otros Servicios Educativos de Jóvenes y Adult,Alejandro Magariños Cervantes 5068,VELEZ SARSFIELD,96237.066795699996874,100022.019003999987035
Jardín de Infantes Común N° 06/17°,Inicial Común,Cnel. Ramón Lista 5242,VILLA DEVOTO,94420.102436499990290,101719.585424000004423
Esc. Primaria Común N° 04 Ricardo Güiraldes,Primario Común,Avda. Riestra 1850,FLORES,102456.106362999998964,98092.247556400005124
Esc. Superior de Educación Artística en Danza N° 02 Jorge Donn,Secundario Común - Superior No Universitario Común - Otros Servicios Educativos de la modalidad Común,Alejandro Magariños Cervantes 5068,VELEZ SARSFIELD,96237.066795699996874,100022.019003999987035
Esc. de Educacion Media N° 01/16° Rodolfo Walsh,Secundario Común,Argerich 5651,VILLA PUEYRREDON,95643.287946199983708,105570.534503000002587
Jardín de Infantes Nucleado B (EPCjs 01/19°) Homero Manzi,Inicial Común,Alagón 300,NUEVA POMPEYA,103812.242031999994651,98474.096671499995864
Esc. Primaria Común N° 01 María Silventi de Amato,Primario Común,Alagón 300,NUEVA POMPEYA,103812.242031999994651,98474.096671499995864
Jardín de Infantes Nucleado A (EPCjs 02/19°),Inicial Común,Tilcara 3365,NUEVA POMPEYA,103874.097754999995232,97229.187842300001648
Esc. Primaria Común N° 03 Prof. Carlos Justo Florit,Primario Común,Tilcara 2856,NUEVA POMPEYA,103732.122260999996797,97880.193910699992557
Esc. Primaria Común N° 05 Provincia de Corrientes,Primario Común,Avda. Caseros 4050,NUEVA POMPEYA,103773.163979000004474,98853.192326400007005
Centro Educativo Complementario de Educación Plástica N° 19,Otros Servicios Educativos de la modalidad Común,Avda. Caseros 4050,NUEVA POMPEYA,103773.163979000004474,98853.192326400007005
Esc. Primaria Común N° 06 Dr. Adolfo Saldías,Primario Común,Echauri 1576,NUEVA POMPEYA,104152.090679999993881,96932.176156999994419
Esc. Primaria Común N° 07 Aeronáutica Argentina,Primario Común,Quilmes 473,NUEVA POMPEYA,104139.148316000006162,98311.176850600008038
Centro Educativo Complementario de Idiomas Extranjeros N° 19,Otros Servicios Educativos de la modalidad Común,Quilmes 473,NUEVA POMPEYA,104139.148316000006162,98311.176850600008038
Jardín de Infantes Nucleado A (EPCjc 08/19°),Inicial Común,Carlos María Ramírez 2272,VILLA SOLDATI,103093.043330000000424,96700.269862600005581
Esc. Primaria Común N° 08 Luis Federico Leloir,Primario Común,Avda. Intendente Francisco Rabanal 2275,VILLA SOLDATI,103093.043330000000424,96700.269862600005581
Escuela Nacional Fluvial (Armada Argentina),Superior No Universitario Común,Benjamín Lavaisse 1650,BOCA,110269.076386000000639,100038.806647999997949
Jardín de Infantes El Centavo,Inicial Común,Juncal 1264,RETIRO,107085.447792000006302,104080.053731000007247
Escuela Primaria Septiembre,Inicial Común - Primario Común,Laprida 1871,RECOLETA,105649.830287999997381,104531.416224000000511
Inst. Privado del Sindicato GBA de Obras Sanitarias,Inicial Común,Ayacucho 760,BALVANERA,106131.395304999998189,103270.093775000001187
Catalinas,Inicial Común,Paraguay 723,RETIRO,107844.321584000004805,103569.345386000000872
"Inst. Superior Educativo de la Cámara de Com., Indus. y Prod. R.A.",Superior No Universitario Común,Bartolomé Mitre 739,SAN NICOLAS,107858.397704000002705,102527.021124000006239
Cultural Inglesa de Buenos Aires,Superior No Universitario Común,Viamonte 1471,SAN NICOLAS,106880.760085999994772,103234.062550000002375
Colegio Superior de Arte del Teatro y la Comunicación,Superior No Universitario Común,Paraná 662 1° piso,SAN NICOLAS,106835.404876000000513,103178.312078999995720
Escuela Taller Imagen y Sonido,Superior No Universitario Común,Sarmiento 2210 1° piso B,BALVANERA,105921.868088000002899,102615.604955000002519
Inst. Leonardo Da Vinci,Superior No Universitario Común,Avda. Corrientes 2037,BALVANERA,106127.304141999993590,102810.335493999999017
"Inst. Terciario de Capacitación, Actualización y Perfeccionamiento Docente",Superior No Universitario Común,Pichincha 467,BALVANERA,105809.320663999998942,101648.613404999996419
Jardín de Infantes Nucleado B (EPCjs 24/02°) El Jardín del Abasto,Inicial Común,Jean Jaurés 870,BALVANERA,105052.374033000000054,103264.139045000003534
Inst. Escuela Tea Imagen,Superior No Universitario Común,Pte. José Evaristo Uriburu 353 1° piso,BALVANERA,105937.863761000000522,102705.614908000003197
Inst. Terciario Privado De la Rivera,Superior No Universitario Común,Pte. José Evaristo Uriburu 1045,RECOLETA,105883.947669000001042,103710.772320999996737
